"1","374","0","1100","","","2000"
"2","374","1","1100","","","2100"
"3","374","2","1100","","","2100"
"4","374","3","1100","","","2100"
"5","374","4","1100","","","2100"
"6","374","5","1100","","","2100"
"7","374","6","1100","","","2100"
"8","394","0","1100","","","2000"
"9","394","1","1100","","","2100"
"10","394","2","1100","","","2100"
"11","394","3","1100","","","2100"
"12","394","4","1100","","","2100"
"13","394","5","1100","","","2100"
"14","394","6","1100","","","2100"
"15","404","0","0","","","0"
"16","404","1","0","","","0"
"17","404","2","0","","","0"
"18","404","3","0","","","0"
"19","404","4","0","","","0"
"20","404","5","0","","","0"
"21","404","6","0","","","0"
"22","414","0","1100","","","2100"
"23","414","1","1100","","","2100"
"24","414","2","1100","","","2100"
"25","414","3","1100","","","2100"
"26","414","4","1100","","","2100"
"27","414","5","1100","","","2100"
"28","414","6","1100","","","2100"
"28","424","0","1200","","","2000"
"28","424","1","1200","","","2000"
"28","424","2","1200","","","2000"
"28","424","3","1200","","","2000"
"28","424","4","1200","","","2000"
"28","424","5","1200","","","2000"
"28","424","6","1200","","","2000"
"28","444","0","0","","","0"
"28","444","1","0","","","0"
"28","444","2","0","","","0"
"28","444","3","0","","","0"
"28","444","4","0","","","0"
"28","444","5","0","","","0"
"28","444","6","0","","","0"
"28","454","0","1200","","","2000"
"28","454","1","1200","","","2000"
"28","454","2","1200","","","2000"
"28","454","3","1200","","","2000"
"28","454","4","1200","","","2000"
"28","454","5","1200","","","2000"
"28","454","6","1200","","","2000"
"28","464","0","1200","","","1930"
"28","464","1","1200","","","1930"
"28","464","2","1200","","","1930"
"28","464","3","1200","","","1930"
"28","464","4","1200","","","1930"
"28","464","5","1200","","","1930"
"28","464","6","1200","","","1930"
"28","474","0","1100","","","2000"
"28","474","1","1100","","","2000"
"28","474","2","1100","","","2000"
"28","474","3","1100","","","2000"
"28","474","4","1100","","","2000"
"28","474","5","1100","","","2000"
"28","474","6","1100","","","2000" 
"28","484","0","1130","","","2000"
"28","484","1","1130","","","2000"
"28","484","2","1130","","","2000"
"28","484","3","1130","","","2000"
"28","484","4","1130","","","2000"
"28","484","5","1130","","","2000"
"28","484","6","1130","","","2000"
"28","494","0","1200","","","1930"
"28","494","1","1200","","","2000"
"28","494","2","1200","","","2000"
"28","494","3","1200","","","2000"
"28","494","4","1200","","","2000"
"28","494","5","1200","","","2000"
"28","494","6","1200","","","2000"
"28","504","0","1000","","","1800"
"28","504","1","1100","","","2000"
"28","504","2","1100","","","2000"
"28","504","3","1100","","","2000"
"28","504","4","1100","","","2000"
"28","504","5","1100","","","2000"
"28","504","6","1000","","","1800"
"28","524","0","1100","","","1900"
"28","524","1","1100","","","1900"
"28","524","2","1100","","","1900"
"28","524","3","1100","","","1900"
"28","524","4","1100","","","1900"
"28","524","5","1100","","","1900"
"28","524","6","1100","","","1900"
"16","534","0","1100","","","2030"
"16","534","1","1100","","","2030"
"16","534","2","1100","","","2030"
"16","534","3","1100","","","2030"
"16","534","4","1100","","","2030"
"16","534","5","1100","","","2030"
"16","534","6","1100","","","2030"
"16","544","0","1100","","","2000"
"16","544","1","1100","","","2000"
"16","544","2","1100","","","2000"
"16","544","3","1100","","","2000"
"16","544","4","1100","","","2000"
"16","544","5","1100","","","2000"
"16","544","6","1100","","","2000"
"16","554","0","1500","","","1900"
"16","554","1","1500","","","1900"
"16","554","2","1500","","","1900"
"16","554","3","1500","","","1900"
"16","554","4","1500","","","1900"
"16","554","5","1500","","","1900"
"16","554","6","1500","","","1900"
"16","564","0","0","","","0"
"16","564","1","0","","","0"
"16","564","2","0","","","0"
"16","564","3","0","","","0"
"16","564","4","0","","","0"
"16","564","5","0","","","0"
"16","564","6","0","","","0"
"16","574","0","1000","","","1900"
"16","574","1","1000","","","2000"
"16","574","2","1000","","","2000"
"16","574","3","1000","","","2000"
"16","574","4","1000","","","2000"
"16","574","5","1000","","","2000"
"16","574","6","1000","","","2000"
"16","584","0","1100","","","2200"
"16","584","1","1100","","","2300"
"16","584","2","1100","","","2300"
"16","584","3","1100","","","2300"
"16","584","4","1100","","","2300"
"16","584","5","1100","","","2300"
"16","584","6","1100","","","2300"
"16","594","0","1100","","","2000"
"16","594","1","1100","","","2000"
"16","594","2","1100","","","2000"
"16","594","3","1100","","","2000"
"16","594","4","1100","","","2000"
"16","594","5","1100","","","2000"
"16","594","6","1100","","","2000"
"16","604","0","1200","","","2000"
"16","604","1","1200","","","2000"
"16","604","2","1200","","","2000"
"16","604","3","1200","","","2000"
"16","604","4","1200","","","2000"
"16","604","5","1200","","","2000"
"16","604","6","1200","","","2000"
"16","614","0","1100","","","2030"
"16","614","1","1100","","","2030"
"16","614","2","1100","","","2030"
"16","614","3","1100","","","2030"
"16","614","4","1100","","","2030"
"16","614","5","1100","","","2030"
"16","614","6","1100","","","2030"
"16","624","0","0","","","0"
"16","624","1","0","","","0"
"16","624","2","0","","","0"
"16","624","3","0","","","0"
"16","624","4","0","","","0"
"16","624","5","0","","","0"
"16","624","6","0","","","0"
"16","634","0","1200","","","1900"
"16","634","1","1200","","","1900"
"16","634","2","1200","","","1900"
"16","634","3","1200","","","1900"
"16","634","4","1200","","","1900"
"16","634","5","1200","","","1900"
"16","634","6","1200","","","1900"
"16","644","0","1100","","","2000"
"16","644","1","1100","","","2000"
"16","644","2","1100","","","2000"
"16","644","3","1100","","","2000"
"16","644","4","1100","","","2000"
"16","644","5","1100","","","2000"
"16","644","6","1100","","","2000"
"16","654","0","0","","","0"
"16","654","1","0","","","0"
"16","654","2","0","","","0"
"16","654","3","0","","","0"
"16","654","4","0","","","0"
"16","654","5","0","","","0"
"16","654","6","0","","","0"
"16","664","0","0","","","0"
"16","664","1","0","","","0"
"16","664","2","0","","","0"
"16","664","3","0","","","0"
"16","664","4","0","","","0"
"16","664","5","0","","","0"
"16","664","6","0","","","0"
"16","674","0","0","","","0"
"16","674","1","0","","","0"
"16","674","2","0","","","0"
"16","674","3","0","","","0"
"16","674","4","0","","","0"
"16","674","5","0","","","0"
"16","674","6","0","","","0"
"16","684","0","1130","","","2030"
"16","684","1","1130","","","2030"
"16","684","2","1130","","","2030"
"16","684","3","1130","","","2030"
"16","684","4","1130","","","2030"
"16","684","5","1130","","","2030"
"16","684","6","1130","","","2030"
"16","694","0","1130","","","2200"
"16","694","1","1200","","","2200"
"16","694","2","1200","","","2200"
"16","694","3","1200","","","2200"
"16","694","4","1200","","","2200"
"16","694","5","1200","","","2200"
"16","694","6","1130","","","2200"
"16","704","0","0","","","0"
"16","704","1","0","","","0"
"16","704","2","0","","","0"
"16","704","3","0","","","0"
"16","704","4","0","","","0"
"16","704","5","0","","","0"
"16","704","6","0","","","0"
"16","714","0","0","","","0"
"16","714","1","0","","","0"
"16","714","2","0","","","0"
"16","714","3","0","","","0"
"16","714","4","0","","","0"
"16","714","5","0","","","0"
"16","714","6","0","","","0"
"16","724","0","1200","","","2000"
"16","724","1","1200","","","2000"
"16","724","2","1200","","","2000"
"16","724","3","1200","","","2000"
"16","724","4","1200","","","2000"
"16","724","5","1200","","","2000"
"16","724","6","1200","","","2000"
"16","734","0","1100","","","2000"
"16","734","1","1100","","","2000"
"16","734","2","1100","","","2000"
"16","734","3","1100","","","2000"
"16","734","4","1100","","","2000"
"16","734","5","1100","","","2000"
"16","734","6","1100","","","2000"
"16","744","0","1000","","","1930"
"16","744","1","1000","","","1930"
"16","744","2","1000","","","1930"
"16","744","3","1000","","","1930"
"16","744","4","1000","","","1930"
"16","744","5","1000","","","1930"
"16","744","6","1000","","","1930"